"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"27.11.2019","1.484,40","1.489,20","1.490,20","1.483,90","0,22K","-0,44%"
"28.11.2019","1.462,25","1.463,25","1.464,55","1.460,75","-","-1,49%"
"29.11.2019","1.496,60","1.488,00","1.495,40","1.484,20","0,19K","2,35%"
"02.12.2019","1.493,10","1.494,00","1.495,30","1.485,00","0,17K","-0,23%"
"03.12.2019","1.508,60","1.491,10","1.510,30","1.491,10","0,45K","1,04%"
"04.12.2019","1.504,50","1.509,10","1.513,50","1.502,50","0,46K","-0,27%"
"05.12.2019","1.507,50","1.505,00","1.508,00","1.503,00","0,23K","0,20%"
"06.12.2019","1.489,90","1.503,00","1.506,00","1.488,00","0,44K","-1,17%"
"09.12.2019","1.489,80","1.493,20","1.493,20","1.489,40","0,30K","-0,01%"
"10.12.2019","1.493,20","1.490,60","1.496,00","1.489,70","0,14K","0,23%"
"11.12.2019","1.500,10","1.500,00","1.507,00","1.497,50","0,14K","0,46%"
"12.12.2019","1.497,50","1.511,20","1.514,00","1.494,10","0,17K","-0,17%"
"13.12.2019","1.506,90","1.493,00","1.507,90","1.493,00","0,47K","0,63%"
"16.12.2019","1.506,70","1.505,40","1.509,40","1.503,90","0,42K","-0,01%"
"17.12.2019","1.506,80","1.505,80","1.510,00","1.505,00","0,21K","0,01%"
"18.12.2019","1.504,30","1.506,40","1.508,50","1.501,70","1,56K","-0,17%"
"19.12.2019","1.510,00","1.505,40","1.510,40","1.503,50","0,57K","0,38%"
"20.12.2019","1.506,40","1.508,10","1.510,00","1.505,20","0,44K","-0,24%"
"23.12.2019","1.514,40","1.510,70","1.514,90","1.510,70","0,39K","0,53%"
"24.12.2019","1.530,50","1.518,60","1.530,10","1.518,60","0,45K","1,06%"
"25.12.2019","1.504,05","1.504,40","1.504,40","1.502,15","-","-1,73%"
"26.12.2019","1.540,30","1.528,90","1.543,00","1.528,40","1,02K","2,41%"
"27.12.2019","1.544,40","1.540,70","1.545,00","1.540,00","0,29K","0,27%"
"30.12.2019","1.545,40","1.543,90","1.545,50","1.540,10","0,46K","0,06%"
"31.12.2019","1.550,60","1.546,70","1.555,00","1.546,40","0,67K","0,34%"
"01.01.2020","1.520,95","1.520,85","1.523,95","1.520,85","-","-1,91%"
"02.01.2020","1.555,20","1.548,70","1.559,50","1.548,20","1,25K","2,25%"
"03.01.2020","1.579,60","1.561,60","1.583,60","1.561,60","5,12K","1,57%"
"06.01.2020","1.596,10","1.590,20","1.615,30","1.590,00","2,80K","1,04%"
"07.01.2020","1.601,30","1.594,50","1.605,50","1.586,50","2,57K","0,33%"
"08.01.2020","1.587,00","1.603,30","1.637,90","1.581,50","3,32K","-0,89%"
"09.01.2020","1.581,40","1.583,00","1.587,50","1.570,20","1,43K","-0,35%"
"10.01.2020","1.587,00","1.577,60","1.589,60","1.574,10","2,73K","0,35%"
"13.01.2020","1.577,50","1.586,80","1.586,80","1.574,90","2,70K","-0,60%"
"14.01.2020","1.571,20","1.573,20","1.573,90","1.563,40","1,76K","-0,40%"
"15.01.2020","1.580,30","1.575,90","1.582,20","1.573,40","2,10K","0,58%"
"16.01.2020","1.576,90","1.580,40","1.583,40","1.575,00","1,86K","-0,22%"
"17.01.2020","1.587,20","1.578,60","1.588,00","1.577,10","1,54K","0,65%"
"19.01.2020","1.557,05","1.557,40","1.559,05","1.556,45","-","-1,90%"
"20.01.2020","1.561,25","1.557,20","1.562,70","1.556,65","-","0,27%"
"21.01.2020","1.584,70","1.584,00","1.593,80","1.573,60","2,14K","1,50%"
"22.01.2020","1.583,50","1.583,10","1.585,50","1.577,60","1,96K","-0,08%"
"23.01.2020","1.592,10","1.585,00","1.593,50","1.580,10","1,75K","0,54%"
"24.01.2020","1.599,00","1.589,10","1.601,40","1.584,00","2,62K","0,43%"
"27.01.2020","1.604,60","1.610,00","1.612,80","1.602,80","1,93K","0,35%"
"28.01.2020","1.596,90","1.606,70","1.607,10","1.593,40","10,91K","-0,48%"
"29.01.2020","1.597,90","1.594,50","1.603,60","1.589,30","4,24K","0,06%"
"30.01.2020","1.610,70","1.601,60","1.612,00","1.599,00","1,50K","0,80%"
"31.01.2020","1.609,40","1.599,70","1.615,30","1.597,70","3,06K","-0,08%"
"03.02.2020","1.604,00","1.618,80","1.619,60","1.595,00","1,02K","-0,34%"
"04.02.2020","1.577,50","1.602,30","1.602,30","1.576,00","1,84K","-1,65%"
"05.02.2020","1.584,70","1.579,40","1.587,00","1.573,00","2,05K","0,46%"
"06.02.2020","1.591,70","1.580,70","1.592,40","1.579,30","1,31K","0,44%"
"07.02.2020","1.595,00","1.591,00","1.598,30","1.588,40","0,84K","0,21%"
"10.02.2020","1.600,70","1.599,50","1.601,50","1.594,20","1,66K","0,36%"
"11.02.2020","1.591,10","1.597,30","1.597,90","1.587,10","1,86K","-0,60%"
"12.02.2020","1.592,40","1.590,80","1.593,90","1.587,50","2,05K","0,08%"
"13.02.2020","1.599,60","1.594,40","1.602,00","1.594,00","1,73K","0,45%"
"14.02.2020","1.606,90","1.601,00","1.608,40","1.597,30","1,56K","0,46%"
"16.02.2020","1.586,25","1.585,50","1.586,25","1.583,45","-","-1,29%"
"17.02.2020","1.587,05","1.586,15","1.588,45","1.581,85","-","0,05%"
"18.02.2020","1.624,00","1.605,00","1.628,30","1.603,50","1,62K","2,33%"
"19.02.2020","1.632,20","1.625,00","1.634,80","1.623,30","1,40K","0,50%"
"20.02.2020","1.640,80","1.634,00","1.645,50","1.627,70","1,31K","0,53%"
"21.02.2020","1.669,10","1.645,50","1.671,20","1.642,40","1,86K","1,72%"
"24.02.2020","1.697,10","1.673,30","1.711,80","1.673,30","9,96K","1,68%"
"25.02.2020","1.670,20","1.681,60","1.681,60","1.650,00","3,36K","-1,59%"
"26.02.2020","1.662,90","1.656,40","1.676,70","1.646,70","3,59K","-0,44%"
"27.02.2020","1.661,40","1.668,00","1.680,30","1.656,00","3,96K","-0,09%"
"28.02.2020","1.583,60","1.667,10","1.667,10","1.582,00","6,31K","-4,68%"
"02.03.2020","1.609,70","1.609,10","1.626,00","1.593,90","2,37K","1,65%"
"03.03.2020","1.658,80","1.606,50","1.663,80","1.606,50","3,14K","3,05%"
"04.03.2020","1.656,50","1.660,10","1.661,10","1.647,30","3,92K","-0,14%"
"05.03.2020","1.680,40","1.653,40","1.687,20","1.653,00","2,37K","1,44%"
"06.03.2020","1.683,00","1.683,60","1.703,60","1.657,70","4,50K","0,15%"
"09.03.2020","1.684,10","1.700,00","1.712,10","1.668,10","3,54K","0,07%"
"10.03.2020","1.669,00","1.675,00","1.679,30","1.651,50","3,67K","-0,90%"
"11.03.2020","1.650,80","1.657,90","1.677,60","1.641,70","4,20K","-1,09%"
"12.03.2020","1.598,80","1.648,60","1.655,20","1.568,70","3,05K","-3,15%"
"13.03.2020","1.524,90","1.592,60","1.604,20","1.514,30","2,51K","-4,62%"
"16.03.2020","1.493,80","1.573,00","1.578,60","1.458,80","2,74K","-2,04%"
"17.03.2020","1.534,10","1.504,50","1.561,50","1.476,30","3,41K","2,70%"
"18.03.2020","1.487,10","1.547,00","1.551,10","1.485,20","2,49K","-3,06%"
"19.03.2020","1.489,40","1.496,60","1.508,00","1.476,90","2,21K","0,15%"
"20.03.2020","1.495,10","1.468,00","1.530,00","1.468,00","4,16K","0,38%"
"23.03.2020","1.581,40","1.520,00","1.583,70","1.498,90","3,14K","5,77%"
"24.03.2020","1.663,00","1.578,00","1.691,40","1.578,00","9,56K","5,16%"
"25.03.2020","1.633,30","1.688,00","1.695,00","1.607,50","5,34K","-1,79%"
"26.03.2020","1.662,00","1.639,60","1.678,00","1.615,00","7,61K","1,76%"
"27.03.2020","1.655,00","1.653,60","1.659,30","1.631,90","6,37K","-0,42%"
"30.03.2020","1.644,10","1.665,70","1.672,50","1.634,60","2,89K","-0,66%"
"31.03.2020","1.597,60","1.640,10","1.642,20","1.590,80","3,35K","-2,83%"
"01.04.2020","1.592,50","1.580,00","1.611,00","1.577,70","3,25K","-0,32%"
"02.04.2020","1.638,90","1.607,00","1.645,20","1.596,70","3,42K","2,91%"
"03.04.2020","1.646,50","1.639,00","1.651,50","1.625,30","3,02K","0,46%"
"06.04.2020","1.693,10","1.649,50","1.713,50","1.640,00","4,04K","2,83%"
"07.04.2020","1.683,70","1.713,10","1.740,80","1.674,30","7,05K","-0,56%"
"08.04.2020","1.684,10","1.680,10","1.693,90","1.673,90","3,33K","0,02%"
"09.04.2020","1.753,60","1.679,20","1.754,30","1.679,20","9,30K","4,13%"
"10.04.2020","1.740,60","1.740,60","1.740,60","1.740,60","-","-0,74%"
"13.04.2020","1.762,70","1.741,60","1.773,50","1.725,00","4,15K","1,27%"
"14.04.2020","1.771,20","1.768,00","1.789,50","1.750,00","7,09K","0,48%"
"15.04.2020","1.744,70","1.760,70","1.762,70","1.736,40","3,86K","-1,50%"
"16.04.2020","1.736,30","1.744,00","1.771,20","1.727,60","3,83K","-0,48%"
"17.04.2020","1.702,70","1.740,70","1.741,30","1.695,50","4,41K","-1,94%"
"20.04.2020","1.715,30","1.697,20","1.722,00","1.689,20","2,52K","0,74%"
"21.04.2020","1.692,10","1.717,60","1.720,80","1.670,30","2,73K","-1,35%"
"22.04.2020","1.743,50","1.707,60","1.747,10","1.700,00","2,50K","3,04%"
"23.04.2020","1.751,00","1.741,40","1.769,20","1.736,00","3,79K","0,43%"
"24.04.2020","1.741,70","1.754,40","1.765,50","1.733,00","2,26K","-0,53%"
"27.04.2020","1.731,40","1.746,70","1.753,00","1.726,80","2,90K","-0,59%"
"28.04.2020","1.731,20","1.731,80","1.740,00","1.712,70","3,06K","-0,01%"
"29.04.2020","1.722,40","1.735,00","1.741,80","1.718,00","1,90K","-0,51%"
"30.04.2020","1.704,90","1.737,00","1.745,00","1.697,70","3,80K","-1,02%"
"01.05.2020","1.712,00","1.705,70","1.723,10","1.688,00","2,33K","0,42%"
"04.05.2020","1.725,90","1.722,90","1.735,50","1.711,80","3,35K","0,81%"
"05.05.2020","1.728,00","1.719,00","1.733,70","1.710,50","8,37K","0,12%"
"06.05.2020","1.704,40","1.730,50","1.733,40","1.698,80","5,81K","-1,37%"
"07.05.2020","1.743,70","1.706,40","1.750,50","1.704,50","8,26K","2,31%"
"08.05.2020","1.735,20","1.743,50","1.752,70","1.724,50","8,13K","-0,49%"
"11.05.2020","1.720,90","1.727,70","1.734,20","1.714,20","6,37K","-0,82%"
"12.05.2020","1.728,00","1.721,10","1.737,20","1.717,00","5,81K","0,41%"
"13.05.2020","1.737,30","1.726,60","1.744,50","1.721,00","6,18K","0,54%"
"14.05.2020","1.762,00","1.743,30","1.765,10","1.735,00","4,05K","1,42%"
"15.05.2020","1.778,70","1.760,10","1.783,00","1.758,00","5,54K","0,95%"
"18.05.2020","1.760,60","1.780,00","1.800,00","1.756,20","4,07K","-1,02%"
"19.05.2020","1.773,40","1.763,00","1.779,60","1.754,20","4,33K","0,73%"
"20.05.2020","1.781,70","1.777,70","1.785,10","1.773,00","4,20K","0,47%"
"21.05.2020","1.750,40","1.778,80","1.779,80","1.743,80","5,87K","-1,76%"
"22.05.2020","1.765,60","1.755,90","1.768,30","1.750,60","8,36K","0,87%"
"24.05.2020","1.730,65","1.735,45","1.735,90","1.729,80","-","-1,98%"
"25.05.2020","1.727,00","1.730,55","1.731,35","1.719,25","-","-0,21%"
"26.05.2020","1.740,50","1.761,00","1.768,00","1.734,80","6,03K","0,78%"
"27.05.2020","1.740,50","1.738,80","1.743,30","1.714,80","6,08K","0,00%"
"28.05.2020","1.742,70","1.737,50","1.757,30","1.734,30","4,17K","0,13%"
"29.05.2020","1.765,70","1.748,70","1.767,10","1.740,70","6,42K","1,32%"
"01.06.2020","1.763,70","1.763,10","1.774,50","1.751,60","3,29K","-0,11%"
"02.06.2020","1.749,70","1.766,20","1.771,00","1.743,40","4,99K","-0,79%"
"03.06.2020","1.723,50","1.750,30","1.754,10","1.707,50","7,57K","-1,50%"
"04.06.2020","1.746,40","1.721,00","1.747,30","1.718,50","5,81K","1,33%"
"05.06.2020","1.701,90","1.740,20","1.741,90","1.690,10","9,81K","-2,55%"
"08.06.2020","1.723,80","1.706,10","1.726,00","1.700,10","4,83K","1,29%"
"09.06.2020","1.740,30","1.724,90","1.747,50","1.715,90","6,82K","0,96%"
"10.06.2020","1.739,00","1.737,70","1.767,00","1.732,80","8,14K","-0,07%"
"11.06.2020","1.757,60","1.764,90","1.772,60","1.746,00","6,57K","1,07%"
"12.06.2020","1.755,20","1.751,70","1.770,50","1.746,90","3,61K","-0,14%"
"15.06.2020","1.744,90","1.759,10","1.759,60","1.724,60","4,43K","-0,59%"
"16.06.2020","1.754,40","1.751,40","1.757,50","1.739,80","4,23K","0,54%"
"17.06.2020","1.753,40","1.751,50","1.756,80","1.735,60","3,83K","-0,06%"
"18.06.2020","1.747,90","1.752,90","1.765,20","1.739,60","4,78K","-0,31%"
"19.06.2020","1.768,60","1.746,60","1.775,60","1.745,50","8,36K","1,18%"
"22.06.2020","1.781,70","1.780,30","1.793,60","1.769,00","5,87K","0,74%"
"23.06.2020","1.797,10","1.780,00","1.801,50","1.774,00","4,07K","0,86%"
"24.06.2020","1.792,60","1.800,40","1.810,70","1.787,80","8,73K","-0,25%"
"25.06.2020","1.788,40","1.789,30","1.796,60","1.781,60","6,30K","-0,23%"
"26.06.2020","1.798,50","1.792,50","1.804,00","1.772,00","4,76K","0,56%"
"29.06.2020","1.800,10","1.807,30","1.808,60","1.795,30","4,16K","0,09%"
"30.06.2020","1.820,40","1.803,70","1.823,50","1.794,00","8,60K","1,13%"
"01.07.2020","1.801,90","1.817,50","1.827,10","1.789,80","15,52K","-1,02%"
"02.07.2020","1.812,00","1.802,20","1.813,90","1.788,30","11,53K","0,56%"
"03.07.2020","1.787,60","1.786,90","1.788,70","1.783,65","-","-1,35%"
"06.07.2020","1.816,10","1.809,30","1.821,30","1.801,60","10,49K","1,59%"
"07.07.2020","1.834,30","1.817,20","1.835,00","1.804,80","18,51K","1,00%"
"08.07.2020","1.850,60","1.832,60","1.857,00","1.829,10","58,42K","0,89%"
"09.07.2020","1.833,50","1.849,80","1.854,60","1.829,60","48,72K","-0,92%"
"10.07.2020","1.831,30","1.837,00","1.846,30","1.825,50","40,13K","-0,12%"
"13.07.2020","1.843,70","1.831,60","1.847,70","1.831,60","36,09K","0,68%"
"14.07.2020","1.841,50","1.834,20","1.843,00","1.819,30","40,63K","-0,12%"
"15.07.2020","1.841,60","1.839,70","1.847,20","1.831,90","13,32K","0,01%"
"16.07.2020","1.826,50","1.840,70","1.843,70","1.819,90","18,23K","-0,82%"
"17.07.2020","1.833,70","1.822,90","1.837,60","1.821,00","16,39K","0,39%"
"20.07.2020","1.840,10","1.835,50","1.846,10","1.830,70","19,19K","0,35%"
"21.07.2020","1.869,60","1.842,50","1.870,50","1.839,90","31,69K","1,60%"
"22.07.2020","1.892,60","1.867,80","1.899,00","1.867,80","49,86K","1,23%"
"23.07.2020","1.917,40","1.900,00","1.927,10","1.890,40","72,36K","1,31%"
"24.07.2020","1.925,20","1.912,30","1.933,60","1.908,00","66,45K","0,41%"
"27.07.2020","1.955,40","1.929,00","1.971,30","1.926,80","137,85K","1,57%"
"28.07.2020","1.963,90","1.963,20","2.000,00","1.927,50","161,58K","0,43%"
"29.07.2020","1.976,70","1.971,90","1.998,40","1.955,70","197,82K","0,65%"
"30.07.2020","1.966,80","1.986,40","1.987,30","1.952,30","271,38K","-0,50%"
"31.07.2020","1.985,90","1.973,60","2.005,40","1.971,40","279,32K","0,97%"
"03.08.2020","1.986,30","1.997,40","2.009,50","1.975,20","178,75K","0,02%"
"04.08.2020","2.021,00","1.993,50","2.037,70","1.982,60","274,42K","1,75%"
"05.08.2020","2.049,30","2.037,00","2.070,30","2.027,50","366,38K","1,40%"
"06.08.2020","2.069,40","2.055,00","2.081,80","2.049,00","312,76K","0,98%"
"07.08.2020","2.028,00","2.076,40","2.089,20","2.024,80","398,13K","-2,00%"
"10.08.2020","2.039,70","2.044,80","2.060,80","2.027,80","251,31K","0,58%"
"11.08.2020","1.946,30","2.038,40","2.040,50","1.911,30","565,00K","-4,58%"
"12.08.2020","1.949,00","1.921,60","1.961,00","1.874,20","459,84K","0,14%"
"13.08.2020","1.970,40","1.927,30","1.974,80","1.923,00","349,89K","1,10%"
"14.08.2020","1.949,80","1.963,80","1.970,00","1.939,10","241,80K","-1,05%"
"17.08.2020","1.998,70","1.956,40","2.000,80","1.939,10","289,44K","2,51%"
"18.08.2020","2.013,10","1.993,60","2.024,60","1.985,20","361,48K","0,72%"
"19.08.2020","1.970,30","2.010,50","2.015,60","1.930,50","443,26K","-2,13%"
"20.08.2020","1.946,50","1.934,40","1.963,10","1.928,90","383,34K","-1,21%"
"21.08.2020","1.947,00","1.955,60","1.963,10","1.916,60","355,07K","0,03%"
"24.08.2020","1.939,20","1.947,90","1.970,30","1.930,80","286,26K","-0,40%"
"25.08.2020","1.923,10","1.935,90","1.944,10","1.919,10","274,11K","-0,83%"
"26.08.2020","1.952,50","1.939,00","1.963,40","1.908,40","342,21K","1,53%"
"27.08.2020","1.932,60","1.963,00","1.987,00","1.914,70","467,17K","-1,02%"
"28.08.2020","1.974,90","1.937,50","1.983,00","1.928,20","334,10K","2,19%"
"31.08.2020","1.978,60","1.973,90","1.985,80","1.962,30","245,11K","0,19%"
"01.09.2020","1.978,90","1.973,70","2.001,20","1.969,20","304,89K","0,02%"
"02.09.2020","1.944,70","1.976,80","1.980,40","1.938,90","332,59K","-1,73%"
"03.09.2020","1.937,80","1.948,90","1.956,60","1.927,20","303,03K","-0,35%"
"04.09.2020","1.934,30","1.938,00","1.956,60","1.921,60","304,74K","-0,18%"
"06.09.2020","1.940,65","1.941,90","1.944,30","1.937,65","-","0,33%"
"07.09.2020","1.937,10","1.940,70","1.947,40","1.930,45","-","-0,18%"
"08.09.2020","1.943,20","1.938,00","1.948,30","1.911,70","416,01K","0,31%"
"09.09.2020","1.954,90","1.939,40","1.959,70","1.926,30","227,18K","0,60%"
"10.09.2020","1.964,30","1.955,30","1.975,20","1.948,60","271,48K","0,48%"
"11.09.2020","1.951,90","1.952,55","1.963,30","1.944,35","-","-0,63%"
